Date,MA,V,ratio,z_score,signal,cumulative_profit,MA_buyhold,V_buyhold,buyhold_total
2025-09-18,582.4205932617188,336.1200866699219,1.732775327508677,2.497290626164355,Sell MA and Buy V,525.5138522586452,11267.994628136112,10811.343820503538,2079.33844863965
2025-09-19,580.5422973632812,339.5292053222656,1.7098449507819422,1.9625572062712469,Hold,525.5138522586452,11231.655548889075,10920.998540162034,2152.6540890511096
2025-09-22,580.8703002929688,342.2624206542969,1.6971489279557175,1.6664875958233405,Hold,525.5138522586452,11238.001367173132,11008.912746607783,2246.914113780913
2025-09-23,566.4401245117188,336.6369323730469,1.6826440299307792,1.3282352496665977,Hold,525.5138522586452,10958.82314946008,10827.968225947421,1786.7913754075016
2025-09-24,565.287353515625,336.6170959472656,1.6793186095461499,1.25068687634302,Hold,525.5138522586452,10936.520680176309,10827.330184878781,1763.8508650550903
2025-09-25,563.7867431640625,332.889892578125,1.6936132809491924,1.5840367648638263,Hold,525.5138522586452,10907.4886205686,10707.444231284193,1614.932851852791
2025-09-26,561.6301879882812,335.3150329589844,1.6749329221305138,1.1484132129709321,Hold,525.5138522586452,10865.76610522982,10785.449169133104,1651.2152743629267
2025-09-29,564.62158203125,338.0880432128906,1.670043035729937,1.0343816944734336,Hold,525.5138522586452,10923.640109680868,10874.64338412271,1798.2834938035776
2025-09-30,565.287353515625,339.3006286621094,1.6660368586542267,0.9409581631498396,Hold,525.5138522586452,10936.520680176309,10913.64634384799,1850.1670240242966
2025-10-01,570.2166748046875,345.7113037109375,1.6494013030058965,0.5530191567539159,Hold,525.5138522586452,11031.887441668126,11119.846493208493,2151.733934876618
2025-10-02,573.754638671875,343.8428039550781,1.668653908333164,1.0019874232237347,Hold,525.5138522586452,11100.335841864193,11059.74596934733,2160.081811211523
2025-10-03,576.8553466796875,347.7090759277344,1.6590172262273,0.7772612427382933,Hold,525.5138522586452,11160.324725464243,11184.10508163392,2344.4298070981604
2025-10-06,575.2254638671875,347.1524963378906,1.656982075414226,0.72980178896471,Hold,525.5138522586452,11128.791652993557,11166.202630849462,2294.9942838430215
2025-10-07,576.2490844726562,350.27337646484375,1.6451409761383713,0.4536688851520485,Hold,977.8440209420041,11148.595471088445,11266.586122979765,2415.18159406821
2025-10-08,572.8701171875,349.2198181152344,1.6404284278003554,0.3437728673399733,Hold,977.8440209420041,11083.223151396653,11232.698289421713,2315.921440818365
2025-10-09,561.79443359375,344.9261474609375,1.6287383189973228,0.0711610418273159,Hold,977.8440209420041,10868.943737720034,11094.591846109992,1963.5355838300238
2025-10-10,554.7589111328125,341.5567932128906,1.6242069317796706,-0.03451032208577618,Hold,977.8440209420041,10732.828651452211,10986.21615339371,1719.044804845922
2025-10-13,556.5103759765625,341.2088928222656,1.6309961073214072,0.12381237356600304,Hold,977.8440209420041,10766.713951318103,10975.025894651371,1741.7398459694741
2025-10-14,565.1480102539062,346.25799560546875,1.6321587296942708,0.1509245769499422,Hold,977.8440209420041,10933.824829200777,11137.430905060275,2071.2557342610526
2025-10-15,560.0629272460938,343.5843505859375,1.6300594782357833,0.10197030441486432,Hold,977.8440209420041,10835.444571568114,11051.432785023742,1886.8773565918564
2025-10-16,547.196044921875,333.3570556640625,1.6414713161892898,0.3680928897027772,Hold,977.8440209420041,10586.511133108794,10722.470589251541,1308.981722360335
2025-10-17,558.23193359375,339.8075256347656,1.6427886126152276,0.3988120720018373,Hold,977.8440209420041,10800.02064103156,10929.950747155908,1729.9713881874704
2025-10-20,563.5956420898438,342.3121643066406,1.6464376696382284,0.48390760987929216,Hold,977.8440209420041,10903.791419778241,11010.512757287606,1914.3041770658456
2025-10-21,569.2379760742188,345.0950927734375,1.649510491439923,0.5555654169150802,Hold,977.8440209420041,11012.952719638937,11100.025992811536,2112.978712450473
2025-10-22,568.5711669921875,343.2563781738281,1.6564037936223226,0.7163163323613804,Hold,977.8440209420041,11000.05207491372,11040.883512154978,2040.9355870686995
2025-10-23,570.969482421875,343.85272216796875,1.6605059248097558,0.8119775011614918,Hold,977.8440209420041,11046.451885790857,11060.06498988165,2106.516875672507
2025-10-24,570.8699340820312,345.2640686035156,1.6534298990075054,0.6469654945302323,Hold,977.8440209420041,11044.525940569181,11105.461121114724,2149.9870616839034
2025-10-27,569.5662841796875,345.701416015625,1.6475671136792343,0.5102460988549583,Hold,977.8440209420041,11019.304442108225,11119.528454275818,2138.832896384043
2025-10-28,563.167724609375,344.7869873046875,1.6333787101765094,0.179374364026911,Hold,977.8440209420041,10895.512571250232,11090.115742613056,1985.6283138632862
2025-10-29,551.8731689453125,339.20123291015625,1.6269786645837057,0.030126128461656528,Hold,977.8440209420041,10676.99867592742,10910.44926729327,1587.44794322069
2025-10-30,550.9774780273438,342.9283752441406,1.6066838377987442,-0.4431466076206868,Hold,977.8440209420041,10659.6698922805,11030.333257684566,1690.003149965065
2025-10-31,549.2957763671875,338.66448974609375,1.6219467732770267,-0.0872169260819556,Hold,977.8440209420041,10627.134289157944,10893.184857577453,1520.3191467353972
2025-11-03,541.4144287109375,334.847900390625,1.6168965911965918,-0.20498651910418123,Hold,977.8440209420041,10474.655163109612,10770.423792767402,1245.078955877012
2025-11-04,550.0520629882812,338.2272033691406,1.626279783261417,0.013828306405769196,Hold,977.8440209420041,10641.766040992286,10879.119487619648,1520.885528611936
2025-11-05,550.6093139648438,337.9687805175781,1.629172117973796,0.08127717785944412,Hold,977.8440209420041,10652.54708322032,10870.807284897706,1523.3543681180236
2025-11-06,550.5794677734375,334.90753173828125,1.6439745768503542,0.42646860459516284,Hold,977.8440209420041,10651.969653904927,10772.341842379905,1424.311496284834
2025-11-07,549.2758178710938,333.9732666015625,1.64467001643695,0.44268616581978515,Hold,977.8440209420041,10626.748155443973,10742.291089648501,1369.0392450924737
2025-11-10,550.2610473632812,332.8103942871094,1.6533769882456892,0.6457316224071417,Hold,977.8440209420041,10645.80922703706,10704.887159001404,1350.696386038464
2025-11-11,555.624755859375,336.8555908203125,1.6494449580198882,0.5540371860347022,Hold,977.8440209420041,10749.58000578374,10835.001401727146,1584.5814075108865
2025-11-12,558.4906616210938,337.4830017089844,1.654870493603962,0.680559974220775,Hold,977.8440209420041,10805.026209268648,10855.182149927481,1660.2083591961273
2025-11-13,552.8583374023438,334.69451904296875,1.651829671376742,0.6096483931235254,Hold,977.8440209420041,10696.058566683461,10765.490262904332,1461.548829587795
2025-11-14,543.0663452148438,328.6595153808594,1.65236763215428,0.6221935688862005,Hold,977.8440209420041,10506.614517753826,10571.373629782265,1077.988147536089
2025-11-17,534.2296142578125,324.4071350097656,1.6467874981902928,0.49206556647333166,Hold,977.8440209420041,10335.651749427796,10434.595293494966,770.2470429227615
2025-11-18,525.0049438476562,319.85595703125,1.641379290604749,0.36594686497210926,Hold,977.8440209420041,10157.183580838746,10288.206095510626,445.38967634937217
2025-11-19,527.7713012695312,322.7838439941406,1.6350610821745828,0.2186070614563135,Hold,977.8440209420041,10210.703839101978,10382.38193884386,593.0857779458383
2025-11-20,525.303466796875,322.4352722167969,1.6291749447426302,0.08134309774310097,Hold,977.8440209420041,10162.959054829687,10371.17008486535,534.1291396950401
2025-11-21,537.7623901367188,326.6279602050781,1.6464064797118925,0.48318026483064513,Hold,977.8440209420041,10403.99977847497,10506.02840833686,910.0281868118327
2025-11-24,535.2247314453125,327.9424743652344,1.6320689550241816,0.14883104325319316,Hold,977.8440209420041,10354.904116622301,10548.309917553315,903.2140341756167
2025-11-25,543.8026733398438,333.15093994140625,1.6323011828677008,0.15424656653217295,Hold,977.8440209420041,10520.860135874194,10715.840851747527,1236.7009876217198
2025-11-26,542.2702026367188,332.41400146484375,1.6313097530401994,0.1311265511673267,Hold,977.8440209420041,10491.211679328584,10692.137135246645,1183.3488145752272
2025-11-28,547.8429565429688,333.0613098144531,1.64487120058517,0.44737775413898107,Hold,977.8440209420041,10599.026824957085,10712.957887718909,1311.9847126759923
2025-12-01,541.3148803710938,329.02801513671875,1.6451938906970123,0.45490284581660384,Hold,977.8440209420041,10472.729217887932,10583.22646963435,1055.9556875222843
2025-12-02,543.2454223632812,328.26116943359375,1.6549183179376268,0.6816752314971575,Hold,977.8440209420041,10510.079093646164,10558.560783522285,1068.6398771684471
2025-12-03,551.0272216796875,328.2511901855469,1.678675472184014,1.2356889962290416,Hold,977.8440209420041,10660.632274472819,10558.239799784677,1218.8720742574951
2025-12-04,539.6630249023438,325.7515869140625,1.6566704402416736,0.7225344970416964,Hold,977.8440209420041,10440.771044080766,10477.839753924247,918.6107980050147
2025-12-05,542.8573608398438,329.8744812011719,1.6456482443356557,0.46549831391239893,Hold,977.8440209420041,10502.571331709052,10610.45315443578,1113.02448614483
2025-12-08,537.8021850585938,325.49261474609375,1.6522715437894522,0.6199528006446396,Hold,977.8440209420041,10404.769684228822,10469.509882372711,874.2795666015336
2025-12-09,534.92626953125,325.1540222167969,1.645147323979856,0.4538169159945633,Hold,977.8440209420041,10349.129823468404,10458.61901213181,807.7488356002141
2025-12-10,536.2297973632812,324.38720703125,1.653054700494472,0.6382159137272612,Hold,977.8440209420041,10374.348960255269,10433.954307621392,808.3032678766613
2025-12-11,560.6201782226562,344.2051696777344,1.6287384025857097,0.07116299109768821,Hold,977.8440209420041,10846.225613796143,11071.401507268956,1917.6271210650993
2025-12-12,569.138427734375,346.3960876464844,1.6430278748275329,0.40439163585121957,Hold,977.8440209420041,11011.026774417262,11141.87265249967,2152.8994269169307
2025-12-15,566.3521118164062,345.4599914550781,1.6394144787387104,0.32012770634710225,Hold,977.8440209420041,10957.120382440055,11111.76300366962,2068.883386109672
2025-12-16,563.25732421875,343.68731689453125,1.6388656099043628,0.3073281561102661,Hold,977.8440209420041,10897.246040033446,11054.744708970818,1951.9907490042642
2025-12-17,562.7099609375,342.9902038574219,1.6406006778298945,0.3477897157533167,Hold,977.8440209420041,10886.656293406832,11032.321982615444,1918.9782760222733
2025-12-18,563.4463500976562,344.5836181640625,1.6351512968018962,0.22071085489863548,Hold,977.8440209420041,10900.903092364248,11083.574349257005,1984.477441621253
2025-12-19,569.4369506835938,347.81024169921875,1.6372058163141572,0.268621984232483,Hold,977.8440209420041,11016.802248408201,11187.359091083996,2204.161339492195
2025-12-22,572.8900756835938,350.6385192871094,1.6338480918991694,0.19032028509852825,Hold,977.8440209420041,11083.609285110624,11278.330986651004,2361.9402717616285
2025-12-23,573.536865234375,351.9232177734375,1.6297215877459066,0.09409074188720216,Hold,977.8440209420041,11096.122615284825,11319.653471061207,2415.7760863460317
2025-12-24,576.6217651367188,353.6759948730469,1.630367266920954,0.10914789674956707,Hold,977.8440209420041,11155.805662090017,11376.031761488077,2531.837423578094
2025-12-26,576.77099609375,353.5365295410156,1.6314325335561564,0.13398977692136949,Hold,977.8440209420041,11158.692808666965,11371.5458419747,2530.238650641666
2025-12-29,575.0792846679688,353.1481628417969,1.628436291556166,0.06411780095796772,Hold,977.8440209420041,11125.963548268897,11359.05397945233,2485.0175277212256
2025-12-30,574.6016235351562,352.1622314453125,1.6316389783678051,0.13880404323141357,Hold,977.8440209420041,11116.722317548572,11327.341375137523,2444.063692686097
